Job_id,department,job_level,job_role,business_travel,business_travel_cat,distance_home,overtime,standard_hours
1346,Research & Development,analyst,Manufacturing Director,2,rarely,16,Yes,80
1347,Research & Development,analyst,Manufacturing Director,2,rarely,25,No,80
1348,Human Resources,analyst,Human Resources,3,frequently,2,No,80
1349,Research & Development,manager,Manager,2,rarely,1,No,80
1350,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
1351,Sales,analyst,Sales Executive,2,rarely,2,No,80
1352,Research & Development,manager,Manager,3,frequently,22,No,80
1353,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
1354,Research & Development,associate,Research Scientist,1,non travel,16,Yes,80
1355,Research & Development,associate,Laboratory Technician,2,rarely,24,No,80
1356,Sales,analyst,Sales Executive,2,rarely,17,No,80
1357,Sales,analyst,Sales Executive,2,rarely,8,No,80
1358,Research & Development,specialist,Research Director,2,rarely,6,No,80
1359,Sales,analyst,Sales Executive,2,rarely,10,Yes,80
1360,Sales,analyst,Sales Executive,2,rarely,3,Yes,80
1361,Research & Development,associate,Laboratory Technician,2,rarely,4,No,80
1362,Research & Development,associate,Laboratory Technician,3,frequently,6,No,80
1363,Research & Development,analyst,Healthcare Representative,3,frequently,1,No,80
1364,Sales,analyst,Sales Executive,2,rarely,10,No,80
1365,Sales,analyst,Sales Executive,3,frequently,1,Yes,80
1366,Sales,associate,Sales Representative,3,frequently,24,No,80
1367,Sales,analyst,Sales Executive,1,non travel,21,No,80
1368,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1369,Research & Development,analyst,Research Scientist,3,frequently,22,Yes,80
1370,Sales,analyst,Sales Executive,2,rarely,13,Yes,80
1371,Research & Development,analyst,Research Scientist,1,non travel,14,No,80
1372,Sales,analyst,Sales Executive,2,rarely,11,No,80
1373,Research & Development,analyst,Manufacturing Director,2,rarely,9,No,80
1374,Research & Development,analyst,Research Scientist,3,frequently,8,Yes,80
1375,Sales,manager,Manager,2,rarely,21,Yes,80
1376,Research & Development,associate,Research Scientist,3,frequently,5,Yes,80
1377,Research & Development,associate,Research Scientist,2,rarely,9,No,80
1378,Research & Development,director,Research Director,3,frequently,2,No,80
1379,Sales,analyst,Sales Executive,2,rarely,12,Yes,80
1380,Human Resources,associate,Human Resources,3,frequently,22,No,80
1381,Sales,analyst,Sales Executive,2,rarely,18,No,80
1382,Research & Development,associate,Research Scientist,1,non travel,16,No,80
1383,Research & Development,associate,Research Scientist,1,non travel,3,Yes,80
1384,Research & Development,associate,Laboratory Technician,1,non travel,9,No,80
1385,Sales,specialist,Sales Executive,2,rarely,1,No,80
1386,Sales,specialist,Sales Executive,2,rarely,13,No,80
1387,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1388,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
1389,Research & Development,analyst,Healthcare Representative,1,non travel,15,No,80
1390,Research & Development,analyst,Research Scientist,3,frequently,1,No,80
1391,Research & Development,associate,Laboratory Technician,2,rarely,17,No,80
1392,Sales,associate,Sales Representative,2,rarely,1,No,80
1393,Sales,analyst,Sales Executive,2,rarely,7,Yes,80
1394,Sales,analyst,Sales Executive,2,rarely,9,No,80
1395,Research & Development,analyst,Manufacturing Director,2,rarely,5,No,80
1396,Sales,analyst,Sales Executive,3,frequently,26,Yes,80
1397,Sales,specialist,Sales Executive,2,rarely,24,Yes,80
1398,Research & Development,analyst,Research Scientist,2,rarely,9,No,80
1399,Research & Development,analyst,Healthcare Representative,3,frequently,7,No,80
1400,Research & Development,specialist,Healthcare Representative,2,rarely,11,No,80
1401,Human Resources,associate,Human Resources,3,frequently,1,Yes,80
1402,Human Resources,director,Manager,2,rarely,26,Yes,80
1403,Research & Development,associate,Laboratory Technician,2,rarely,2,Yes,80
1404,Sales,manager,Sales Executive,2,rarely,15,No,80
1405,Research & Development,analyst,Research Scientist,1,non travel,23,No,80
1406,Research & Development,specialist,Research Director,1,non travel,10,No,80
1407,Research & Development,analyst,Manufacturing Director,2,rarely,10,Yes,80
1408,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
1409,Research & Development,associate,Laboratory Technician,2,rarely,12,No,80
1410,Research & Development,analyst,Laboratory Technician,3,frequently,11,No,80
1411,Sales,analyst,Sales Executive,2,rarely,2,No,80
1412,Human Resources,associate,Human Resources,2,rarely,2,No,80
1413,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1414,Research & Development,associate,Laboratory Technician,2,rarely,2,Yes,80
1415,Research & Development,specialist,Healthcare Representative,2,rarely,25,No,80
1416,Research & Development,associate,Laboratory Technician,1,non travel,1,No,80
1417,Sales,analyst,Sales Executive,2,rarely,1,No,80
1418,Sales,associate,Sales Representative,2,rarely,2,No,80
1419,Research & Development,analyst,Manufacturing Director,3,frequently,6,No,80
1420,Research & Development,analyst,Research Scientist,2,rarely,18,Yes,80
1421,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1422,Research & Development,specialist,Research Director,1,non travel,1,No,80
1423,Research & Development,associate,Laboratory Technician,2,rarely,11,Yes,80
1424,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1425,Research & Development,analyst,Research Scientist,2,rarely,9,No,80
1426,Research & Development,analyst,Healthcare Representative,2,rarely,15,Yes,80
1427,Research & Development,associate,Laboratory Technician,2,rarely,29,No,80
1428,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1429,Sales,associate,Sales Representative,2,rarely,1,No,80
1430,Research & Development,analyst,Research Scientist,2,rarely,24,No,80
1431,Research & Development,specialist,Research Director,2,rarely,10,No,80
1432,Sales,specialist,Sales Executive,2,rarely,1,No,80
1433,Research & Development,specialist,Research Director,2,rarely,10,Yes,80
1434,Sales,analyst,Sales Executive,2,rarely,8,Yes,80
1435,Sales,associate,Sales Representative,1,non travel,29,No,80
1436,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
1437,Sales,associate,Sales Representative,2,rarely,5,Yes,80
1438,Research & Development,director,Manager,1,non travel,9,No,80
1439,Sales,associate,Sales Representative,3,frequently,9,No,80
1440,Sales,specialist,Sales Executive,2,rarely,3,No,80
1441,Research & Development,analyst,Manufacturing Director,3,frequently,4,No,80
1442,Research & Development,analyst,Healthcare Representative,1,non travel,1,No,80
1443,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
1444,Research & Development,director,Manager,2,rarely,2,No,80
1445,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
1446,Research & Development,manager,Manufacturing Director,2,rarely,28,No,80
1447,Sales,analyst,Sales Executive,2,rarely,28,No,80
1448,Sales,analyst,Sales Executive,1,non travel,15,No,80
1449,Sales,analyst,Sales Executive,2,rarely,3,No,80
1450,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1451,Human Resources,specialist,Human Resources,2,rarely,26,Yes,80
1452,Sales,analyst,Sales Executive,2,rarely,10,No,80
1453,Sales,analyst,Sales Executive,3,frequently,1,No,80
1454,Sales,analyst,Sales Executive,2,rarely,11,No,80
1455,Sales,analyst,Sales Executive,2,rarely,20,No,80
1456,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1457,Research & Development,analyst,Healthcare Representative,3,frequently,18,Yes,80
1458,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1459,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1460,Research & Development,analyst,Laboratory Technician,2,rarely,13,Yes,80
1461,Research & Development,associate,Research Scientist,2,rarely,28,No,80
1462,Sales,specialist,Sales Executive,2,rarely,28,Yes,80
1463,Sales,manager,Sales Executive,2,rarely,24,No,80
1464,Research & Development,analyst,Manufacturing Director,1,non travel,5,No,80
1465,Sales,associate,Sales Representative,2,rarely,5,No,80
1466,Research & Development,analyst,Laboratory Technician,3,frequently,23,No,80
1467,Research & Development,specialist,Healthcare Representative,2,rarely,6,No,80
1468,Research & Development,analyst,Manufacturing Director,2,rarely,4,Yes,80
1469,Sales,analyst,Sales Executive,3,frequently,2,No,80
1470,Research & Development,analyst,Laboratory Technician,2,rarely,8,No,80
