employee_id,attrition,age,age_interval,gender,education,education_cat,education_area,marital_status,department,job_level,job_role,business_travel,business_travel_cat,distance_home,distance_interval,overtime,standard_hours,daily_rate,hourly_rate,monthly_income,monthly_rate,annual_income,companies_worked,salary_hike_per,stock_option,working_years,training_lastyear,years_company,years_curr_role,years_last_promotion,years_curr_manager,environment_satisf,environment_satisf_cat,worklife_balance,worklife_balance_cat,job_involvement,job_involvement_cat,job_satisfaction,job_satisf_cat,performance_rating,performance_rating_cat,relationship_satisf,relationship_satisf_cat
RDO1247,Yes,30,30-39,Female,3,Bachelor,Human Resources,Divorced,Human Resources,associate,Human Resources,3,frequently,8,6-10,No,80,600,66,2180,9732,30520,6,11,1,6,0,4,2,1,2,3,High,2,Good,2,Medium,4,Very High,3,Excellent,3,High
RDO1248,No,31,30-39,Male,3,Bachelor,Technical Degree,Married,Sales,analyst,Sales Executive,2,rarely,5,6-10,No,80,1003,51,8346,20943,116844,1,19,1,6,3,5,2,0,2,1,Low,3,Better,3,High,3,High,3,Excellent,3,High
RDO1249,No,27,18-29,Female,3,Bachelor,Medical,Single,Research & Development,associate,Research Scientist,2,rarely,8,6-10,No,80,1054,67,3445,6152,48230,1,11,0,6,5,6,2,1,4,3,High,2,Good,3,High,4,Very High,3,Excellent,3,High
RDO1250,Yes,29,18-29,Female,3,Bachelor,Marketing,Single,Sales,associate,Sales Representative,2,rarely,9,6-10,No,80,428,52,2760,14630,38640,1,13,0,2,3,2,2,2,2,2,Medium,3,Better,1,Low,2,Medium,3,Excellent,3,High
RDO1251,No,29,18-29,Male,3,Bachelor,Life Sciences,Single,Research & Development,analyst,Healthcare Representative,3,frequently,1,1-5,Yes,80,461,70,6294,23060,88116,8,12,0,10,5,3,2,0,2,4,Very High,4,Best,4,Very High,3,High,3,Excellent,4,Very High
RDO1252,No,30,30-39,Male,2,College,Marketing,Divorced,Sales,specialist,Sales Executive,2,rarely,15,16-20,No,80,979,94,7140,3088,99960,2,11,1,12,2,7,7,1,7,3,High,3,Better,2,Medium,1,Low,3,Excellent,1,Low
RDO1253,No,34,30-39,Male,4,Master,Medical,Married,Research & Development,associate,Research Scientist,2,rarely,2,1-5,Yes,80,181,97,2932,5586,41048,0,14,3,6,3,5,0,1,2,4,Very High,3,Better,4,Very High,4,Very High,3,Excellent,1,Low
RDO1254,No,33,30-39,Female,3,Bachelor,Marketing,Single,Sales,analyst,Sales Executive,1,non travel,2,1-5,No,80,1283,62,5147,10697,72058,8,15,0,13,2,11,7,1,7,4,Very High,2,Good,3,High,2,Medium,3,Excellent,4,Very High
RDO1255,No,49,40-49,Female,4,Master,Marketing,Single,Sales,analyst,Sales Executive,2,rarely,11,11-15,No,80,1313,80,4507,8191,63098,3,12,0,8,1,5,1,0,4,4,Very High,4,Best,3,High,4,Very High,3,Excellent,3,High
RDO1256,Yes,33,30-39,Female,3,Bachelor,Life Sciences,Single,Sales,specialist,Sales Executive,2,rarely,16,16-20,Yes,80,211,74,8564,10092,119896,2,20,0,11,2,0,0,0,0,1,Low,2,Good,3,High,1,Low,4,Outstanding,3,High
RDO1257,No,38,30-39,Female,2,College,Medical,Married,Research & Development,associate,Laboratory Technician,3,frequently,2,1-5,No,80,594,75,2468,15963,34552,4,14,1,9,4,6,1,0,5,3,High,2,Good,2,Medium,2,Medium,3,Excellent,2,Medium
RDO1258,Yes,31,30-39,Male,4,Master,Marketing,Married,Sales,specialist,Sales Executive,2,rarely,16,16-20,No,80,1079,70,8161,19002,114254,2,13,3,10,2,1,0,0,0,1,Low,3,Better,3,High,3,High,3,Excellent,1,Low
RDO1259,No,29,18-29,Female,3,Bachelor,Technical Degree,Divorced,Research & Development,associate,Research Scientist,2,rarely,4,1-5,No,80,590,91,2109,10007,29526,1,13,1,1,2,1,0,0,0,4,Very High,3,Better,2,Medium,1,Low,3,Excellent,3,High
RDO1260,No,30,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,analyst,Healthcare Representative,2,rarely,16,16-20,No,80,305,58,5294,9128,74116,3,16,1,10,3,7,0,1,7,3,High,3,Better,4,Very High,3,High,3,Excellent,3,High
RDO1261,No,32,30-39,Male,4,Master,Technical Degree,Single,Research & Development,associate,Research Scientist,1,non travel,5,6-10,No,80,953,65,2718,17674,38052,2,14,0,12,3,7,7,0,7,2,Medium,3,Better,3,High,2,Medium,3,Excellent,2,Medium
RDO1262,No,38,30-39,Male,3,Bachelor,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,18,16-20,Yes,80,833,60,5811,24539,81354,3,16,1,15,2,1,0,1,0,2,Medium,3,Better,1,Low,4,Very High,3,Excellent,3,High
RDO1263,Yes,43,40-49,Male,3,Bachelor,Technical Degree,Married,Research & Development,associate,Research Scientist,3,frequently,17,16-20,Yes,80,807,38,2437,15587,34118,9,16,1,6,4,1,0,0,0,3,High,3,Better,2,Medium,3,High,3,Excellent,4,Very High
RDO1264,No,42,40-49,Male,3,Bachelor,Medical,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,12,11-15,No,80,855,57,2766,8952,38724,8,22,3,7,6,5,3,0,4,2,Medium,2,Good,3,High,2,Medium,4,Outstanding,2,Medium
RDO1265,No,55,50-59,Male,3,Bachelor,Medical,Married,Research & Development,director,Research Director,2,rarely,2,1-5,No,80,478,60,19038,19805,266532,8,12,3,34,2,1,0,0,0,3,High,3,Better,2,Medium,1,Low,3,Excellent,2,Medium
RDO1266,No,33,30-39,Male,3,Bachelor,Technical Degree,Divorced,Research & Development,analyst,Research Scientist,1,non travel,4,1-5,No,80,775,90,3055,6194,42770,5,15,2,11,2,9,8,1,7,4,Very High,2,Good,3,High,2,Medium,3,Excellent,4,Very High
RDO1267,No,41,40-49,Male,4,Master,Life Sciences,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,9,6-10,No,80,548,94,2289,20520,32046,1,20,2,5,2,5,3,0,4,3,High,3,Better,3,High,1,Low,4,Outstanding,2,Medium
RDO1268,No,34,30-39,Male,3,Bachelor,Life Sciences,Divorced,Sales,analyst,Sales Executive,1,non travel,10,11-15,Yes,80,1375,87,4001,12313,56014,1,14,1,15,3,15,14,0,7,4,Very High,3,Better,3,High,3,High,3,Excellent,3,High
RDO1269,No,53,50-59,Female,4,Master,Medical,Married,Research & Development,manager,Manufacturing Director,1,non travel,1,1-5,Yes,80,661,60,12965,22308,181510,4,20,3,27,2,3,2,0,2,1,Low,2,Good,2,Medium,3,High,4,Outstanding,4,Very High
RDO1270,No,43,40-49,Male,3,Bachelor,Life Sciences,Single,Human Resources,associate,Human Resources,2,rarely,2,1-5,No,80,244,97,3539,5033,49546,0,13,0,10,5,9,7,1,8,2,Medium,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO1271,No,34,30-39,Female,2,College,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,3,1-5,No,80,511,32,6029,25353,84406,5,12,0,6,3,2,2,2,2,4,Very High,3,Better,1,Low,4,Very High,3,Excellent,1,Low
RDO1272,Yes,21,18-29,Male,1,Below College,Marketing,Single,Sales,associate,Sales Representative,2,rarely,7,6-10,No,80,337,31,2679,4567,37506,1,13,0,1,3,1,0,1,0,2,Medium,3,Better,3,High,2,Medium,3,Excellent,2,Medium
RDO1273,No,38,30-39,Female,2,College,Other,Married,Research & Development,associate,Laboratory Technician,2,rarely,6,6-10,No,80,1153,40,3702,16376,51828,1,11,1,5,3,5,4,0,4,4,Very High,3,Better,2,Medium,3,High,3,Excellent,2,Medium
RDO1274,Yes,22,18-29,Female,1,Below College,Medical,Married,Research & Development,associate,Laboratory Technician,2,rarely,8,6-10,Yes,80,1294,79,2398,15999,33572,1,17,0,1,6,1,0,0,0,3,High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO1275,No,31,30-39,Female,4,Master,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,29,20+,No,80,196,91,5468,13402,76552,1,14,2,13,3,12,7,5,7,1,Low,3,Better,2,Medium,4,Very High,3,Excellent,1,Low
RDO1276,No,51,50-59,Female,3,Bachelor,Technical Degree,Married,Research & Development,specialist,Manager,2,rarely,3,1-5,No,80,942,53,13116,22984,183624,2,11,0,15,2,2,2,2,2,1,Low,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO1277,No,37,30-39,Male,2,College,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,9,6-10,No,80,589,46,4189,8800,58646,1,14,2,5,2,5,2,0,3,2,Medium,3,Better,2,Medium,2,Medium,3,Excellent,1,Low
RDO1278,No,46,40-49,Male,4,Master,Medical,Divorced,Research & Development,director,Research Director,2,rarely,2,1-5,Yes,80,734,46,19328,14218,270592,7,17,1,24,3,2,1,2,2,3,High,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO1279,No,36,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,specialist,Healthcare Representative,2,rarely,10,11-15,Yes,80,1383,90,8321,25949,116494,7,13,1,15,1,12,8,5,7,4,Very High,3,Better,3,High,1,Low,3,Excellent,4,Very High
RDO1280,Yes,44,40-49,Male,2,College,Medical,Divorced,Research & Development,associate,Research Scientist,3,frequently,1,1-5,Yes,80,429,99,2342,11092,32788,1,12,3,6,2,5,3,2,3,3,High,2,Good,3,High,2,Medium,3,Excellent,3,High
RDO1281,No,37,30-39,Male,2,College,Other,Divorced,Human Resources,analyst,Human Resources,2,rarely,8,6-10,No,80,1239,89,4071,12832,56994,2,13,0,19,4,10,0,4,7,3,High,2,Good,3,High,2,Medium,3,Excellent,3,High
RDO1282,Yes,35,30-39,Male,3,Bachelor,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,27,20+,Yes,80,303,84,5813,13492,81382,1,18,0,10,2,10,7,7,7,3,High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO1283,No,33,30-39,Male,4,Master,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,8,6-10,No,80,867,90,3143,6076,44002,6,19,1,14,1,10,8,7,6,4,Very High,3,Better,4,Very High,1,Low,3,Excellent,2,Medium
RDO1284,No,28,18-29,Male,3,Bachelor,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,1,1-5,No,80,1181,82,2044,5531,28616,1,11,1,5,6,5,3,0,3,3,High,4,Best,3,High,4,Very High,3,Excellent,3,High
RDO1285,No,39,30-39,Male,1,Below College,Medical,Single,Research & Development,specialist,Research Director,2,rarely,10,11-15,No,80,1253,65,13464,7914,188496,7,21,0,9,3,4,3,2,2,3,High,3,Better,3,High,3,High,4,Outstanding,3,High
RDO1286,No,46,40-49,Male,2,College,Life Sciences,Single,Sales,analyst,Sales Executive,1,non travel,26,20+,No,80,849,98,7991,25166,111874,8,15,0,6,3,2,2,2,2,2,Medium,3,Better,2,Medium,2,Medium,3,Excellent,3,High
RDO1287,No,40,40-49,Female,2,College,Life Sciences,Married,Research & Development,associate,Laboratory Technician,2,rarely,2,1-5,No,80,616,99,3377,25605,47278,4,17,1,7,5,4,3,0,2,3,High,2,Good,3,High,1,Low,3,Excellent,4,Very High
RDO1288,No,42,40-49,Male,3,Bachelor,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,13,11-15,No,80,1128,95,5538,5696,77532,5,18,2,10,2,0,0,0,0,2,Medium,2,Good,4,Very High,1,Low,3,Excellent,3,High
RDO1289,No,35,30-39,Male,2,College,Medical,Divorced,Research & Development,analyst,Manufacturing Director,1,non travel,2,1-5,No,80,1180,90,5762,24442,80668,2,14,1,15,6,7,7,1,7,2,Medium,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO1290,No,38,30-39,Male,3,Bachelor,Human Resources,Divorced,Human Resources,associate,Human Resources,1,non travel,2,1-5,No,80,1336,100,2592,7129,36288,5,13,3,13,3,11,10,3,8,1,Low,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO1291,Yes,34,30-39,Male,4,Master,Life Sciences,Married,Research & Development,analyst,Laboratory Technician,3,frequently,9,6-10,No,80,234,93,5346,6208,74844,4,17,1,11,3,7,1,0,7,4,Very High,2,Good,3,High,1,Low,3,Excellent,3,High
RDO1292,Yes,37,30-39,Male,4,Master,Medical,Single,Research & Development,analyst,Manufacturing Director,2,rarely,10,11-15,No,80,370,58,4213,4992,58982,1,15,0,10,4,10,3,0,8,4,Very High,1,Bad,3,High,1,Low,3,Excellent,2,Medium
RDO1293,No,39,30-39,Male,3,Bachelor,Life Sciences,Divorced,Sales,analyst,Sales Executive,3,frequently,20,20+,No,80,766,83,4127,19188,57778,2,18,1,7,6,2,1,2,2,3,High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO1294,No,43,40-49,Male,3,Bachelor,Life Sciences,Single,Research & Development,associate,Research Scientist,1,non travel,9,6-10,No,80,343,52,2438,24978,34132,4,13,0,7,2,3,2,1,2,1,Low,2,Good,3,High,3,High,3,Excellent,3,High
RDO1295,No,41,40-49,Male,3,Bachelor,Life Sciences,Single,Research & Development,analyst,Healthcare Representative,2,rarely,5,6-10,No,80,447,85,6870,15530,96180,3,12,0,11,3,3,2,1,2,2,Medium,1,Bad,4,Very High,2,Medium,3,Excellent,1,Low
RDO1296,No,41,40-49,Female,1,Below College,Marketing,Divorced,Sales,specialist,Sales Executive,2,rarely,4,1-5,Yes,80,796,81,10447,26458,146258,0,13,1,23,3,22,14,13,5,3,High,4,Best,3,High,3,High,3,Excellent,4,Very High
RDO1297,No,30,30-39,Female,3,Bachelor,Medical,Single,Research & Development,specialist,Manufacturing Director,2,rarely,10,11-15,No,80,1092,64,9667,2739,135338,9,14,0,9,3,7,7,0,2,1,Low,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO1298,Yes,26,18-29,Female,2,College,Medical,Married,Human Resources,associate,Human Resources,2,rarely,20,20+,Yes,80,920,69,2148,6889,30072,0,11,0,6,3,5,1,1,4,4,Very High,3,Better,3,High,2,Medium,3,Excellent,3,High
RDO1299,Yes,46,40-49,Female,2,College,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,21,20+,No,80,261,66,8926,10842,124964,4,22,1,13,2,9,7,3,7,4,Very High,4,Best,3,High,2,Medium,4,Outstanding,4,Very High
RDO1300,No,40,40-49,Female,3,Bachelor,Life Sciences,Divorced,Research & Development,analyst,Healthcare Representative,2,rarely,1,1-5,No,80,1194,52,6513,9060,91182,4,17,1,12,3,5,3,0,3,3,High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO1301,No,34,30-39,Male,2,College,Technical Degree,Married,Sales,analyst,Sales Executive,2,rarely,8,6-10,No,80,810,92,6799,22128,95186,1,21,2,10,5,10,8,4,8,2,Medium,3,Better,4,Very High,3,High,4,Outstanding,3,High
RDO1302,No,58,50-59,Male,3,Bachelor,Medical,Divorced,Sales,manager,Manager,1,non travel,2,1-5,No,80,350,52,16291,22577,228074,4,22,1,37,0,16,9,14,14,2,Medium,2,Good,3,High,2,Medium,4,Outstanding,4,Very High
RDO1303,No,35,30-39,Male,4,Master,Medical,Married,Research & Development,associate,Laboratory Technician,2,rarely,23,20+,No,80,185,91,2705,9696,37870,0,16,1,6,2,5,4,0,3,2,Medium,4,Best,1,Low,3,High,3,Excellent,2,Medium
RDO1304,No,47,40-49,Female,3,Bachelor,Life Sciences,Divorced,Research & Development,specialist,Manufacturing Director,2,rarely,4,1-5,Yes,80,1001,92,10333,19271,144662,8,12,1,28,4,22,11,14,10,3,High,3,Better,2,Medium,2,Medium,3,Excellent,3,High
RDO1305,No,40,40-49,Female,3,Bachelor,Life Sciences,Divorced,Research & Development,analyst,Healthcare Representative,2,rarely,12,11-15,No,80,750,47,4448,10748,62272,2,12,1,15,3,7,4,7,7,2,Medium,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO1306,No,54,50-59,Female,4,Master,Medical,Married,Research & Development,analyst,Research Scientist,2,rarely,7,6-10,No,80,431,68,6854,15696,95956,4,15,1,14,2,7,1,1,7,4,Very High,2,Good,3,High,4,Very High,3,Excellent,2,Medium
RDO1307,No,31,30-39,Female,4,Master,Marketing,Married,Sales,specialist,Sales Executive,3,frequently,7,6-10,No,80,1125,68,9637,8277,134918,2,14,2,9,3,3,2,2,2,1,Low,3,Better,3,High,1,Low,3,Excellent,4,Very High
RDO1308,No,28,18-29,Female,3,Bachelor,Medical,Married,Research & Development,associate,Research Scientist,2,rarely,1,1-5,No,80,1217,67,3591,12719,50274,1,25,1,3,3,3,2,1,2,3,High,3,Better,3,High,1,Low,4,Outstanding,3,High
RDO1309,No,38,30-39,Female,4,Master,Marketing,Married,Sales,analyst,Sales Representative,2,rarely,2,1-5,Yes,80,723,77,5405,4244,75670,2,20,2,20,4,4,2,0,3,2,Medium,2,Good,1,Low,4,Very High,4,Outstanding,1,Low
RDO1310,No,26,18-29,Male,3,Bachelor,Medical,Single,Sales,analyst,Sales Executive,2,rarely,10,11-15,No,80,572,46,4684,9125,65576,1,13,0,5,4,5,3,1,2,3,High,3,Better,3,High,4,Very High,3,Excellent,1,Low
RDO1311,No,58,50-59,Male,4,Master,Life Sciences,Married,Research & Development,manager,Research Director,3,frequently,15,16-20,Yes,80,1216,87,15787,21624,221018,2,14,0,23,3,2,2,2,2,1,Low,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO1312,No,18,18-29,Female,3,Bachelor,Medical,Single,Research & Development,associate,Research Scientist,1,non travel,14,11-15,No,80,1431,33,1514,8018,21196,1,16,0,0,4,0,0,0,0,2,Medium,1,Bad,3,High,3,High,3,Excellent,3,High
RDO1313,Yes,31,30-39,Male,5,Doctor,Human Resources,Married,Human Resources,associate,Human Resources,2,rarely,18,16-20,No,80,359,89,2956,21495,41384,0,17,0,2,4,1,0,0,0,4,Very High,3,Better,4,Very High,1,Low,3,Excellent,3,High
RDO1314,Yes,29,18-29,Male,3,Bachelor,Human Resources,Divorced,Human Resources,associate,Human Resources,2,rarely,13,11-15,Yes,80,350,56,2335,3157,32690,4,15,3,4,3,2,2,2,0,1,Low,3,Better,2,Medium,1,Low,3,Excellent,4,Very High
RDO1315,No,45,40-49,Female,4,Master,Life Sciences,Married,Sales,analyst,Sales Executive,1,non travel,2,1-5,No,80,589,67,5154,19665,72156,4,22,2,10,3,8,7,5,7,3,High,4,Best,3,High,3,High,4,Outstanding,2,Medium
RDO1316,No,36,30-39,Female,4,Master,Other,Married,Research & Development,analyst,Research Scientist,2,rarely,2,1-5,Yes,80,430,73,6962,19573,97468,4,22,1,15,2,1,0,0,0,4,Very High,3,Better,3,High,2,Medium,4,Outstanding,4,Very High
RDO1317,No,43,40-49,Male,4,Master,Life Sciences,Married,Sales,analyst,Sales Executive,3,frequently,2,1-5,No,80,1422,92,5675,19246,79450,1,20,1,7,5,7,7,7,7,1,Low,3,Better,3,High,4,Very High,4,Outstanding,3,High
RDO1318,No,27,18-29,Female,2,College,Life Sciences,Single,Research & Development,associate,Laboratory Technician,3,frequently,5,6-10,Yes,80,1297,53,2379,19826,33306,0,14,0,6,3,5,4,0,2,4,Very High,2,Good,3,High,4,Very High,3,Excellent,3,High
RDO1319,No,29,18-29,Male,1,Below College,Medical,Married,Research & Development,associate,Laboratory Technician,3,frequently,20,20+,No,80,574,40,3812,7003,53368,1,13,0,11,3,11,8,3,10,4,Very High,4,Best,3,High,4,Very High,3,Excellent,2,Medium
RDO1320,No,32,30-39,Male,4,Master,Marketing,Single,Sales,analyst,Sales Executive,3,frequently,10,11-15,No,80,1318,79,4648,26075,65072,8,13,0,4,2,0,0,0,0,4,Very High,4,Best,3,High,4,Very High,3,Excellent,3,High
RDO1321,No,42,40-49,Male,4,Master,Technical Degree,Married,Research & Development,associate,Research Scientist,1,non travel,10,11-15,No,80,355,38,2936,6161,41104,3,22,2,10,1,6,3,3,3,3,High,2,Good,3,High,3,High,4,Outstanding,2,Medium
RDO1322,No,47,40-49,Female,4,Master,Life Sciences,Single,Research & Development,associate,Laboratory Technician,2,rarely,9,6-10,No,80,207,64,2105,5411,29470,4,12,0,7,2,2,2,2,0,2,Medium,3,Better,3,High,3,High,3,Excellent,3,High
RDO1323,No,46,40-49,Male,2,College,Life Sciences,Divorced,Research & Development,specialist,Manufacturing Director,2,rarely,2,1-5,No,80,706,82,8578,19989,120092,3,14,1,12,4,9,8,4,7,4,Very High,2,Good,3,High,4,Very High,3,Excellent,3,High
RDO1324,No,28,18-29,Male,2,College,Life Sciences,Divorced,Human Resources,associate,Human Resources,1,non travel,1,1-5,No,80,280,43,2706,10494,37884,1,15,1,3,2,3,2,2,2,3,High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO1325,No,29,18-29,Male,1,Below College,Life Sciences,Divorced,Research & Development,analyst,Healthcare Representative,2,rarely,29,20+,No,80,726,93,6384,21143,89376,8,17,2,11,3,7,0,1,6,4,Very High,3,Better,1,Low,3,High,3,Excellent,4,Very High
RDO1326,No,42,40-49,Male,3,Bachelor,Life Sciences,Single,Research & Development,associate,Laboratory Technician,2,rarely,8,6-10,No,80,1142,81,3968,13624,55552,4,13,0,8,3,0,0,0,0,4,Very High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO1327,Yes,32,30-39,Male,4,Master,Marketing,Single,Sales,analyst,Sales Executive,2,rarely,2,1-5,Yes,80,414,82,9907,26186,138698,7,12,0,7,3,2,2,2,2,3,High,2,Good,2,Medium,2,Medium,3,Excellent,3,High
RDO1328,No,46,40-49,Female,3,Bachelor,Technical Degree,Divorced,Sales,manager,Sales Executive,2,rarely,3,1-5,No,80,1319,45,13225,7739,185150,2,12,1,25,5,19,17,2,8,1,Low,3,Better,4,Very High,1,Low,3,Excellent,4,Very High
RDO1329,No,27,18-29,Female,1,Below College,Medical,Married,Sales,analyst,Sales Representative,2,rarely,23,20+,No,80,728,36,3540,7018,49560,1,21,1,9,5,9,8,5,8,2,Medium,3,Better,2,Medium,3,High,4,Outstanding,4,Very High
RDO1330,No,29,18-29,Male,1,Below College,Medical,Married,Human Resources,associate,Human Resources,2,rarely,6,6-10,No,80,352,87,2804,15434,39256,1,11,0,1,3,1,0,0,0,4,Very High,3,Better,2,Medium,2,Medium,3,Excellent,4,Very High
RDO1331,No,43,40-49,Female,3,Bachelor,Medical,Married,Research & Development,director,Manager,2,rarely,6,6-10,No,80,823,81,19392,22539,271488,7,13,0,21,2,16,12,6,14,1,Low,3,Better,2,Medium,3,High,3,Excellent,4,Very High
RDO1332,No,48,40-49,Male,3,Bachelor,Life Sciences,Married,Research & Development,director,Research Director,2,rarely,10,11-15,No,80,1224,91,19665,13583,275310,4,12,0,29,3,22,10,12,9,4,Very High,3,Better,2,Medium,2,Medium,3,Excellent,4,Very High
RDO1333,Yes,29,18-29,Male,2,College,Life Sciences,Single,Research & Development,associate,Research Scientist,3,frequently,24,20+,Yes,80,459,73,2439,14753,34146,1,24,0,1,3,1,0,1,0,4,Very High,2,Good,2,Medium,4,Very High,4,Outstanding,2,Medium
RDO1334,Yes,46,40-49,Female,3,Bachelor,Life Sciences,Married,Sales,specialist,Sales Executive,2,rarely,10,11-15,No,80,1254,64,7314,14011,102396,5,21,3,14,2,8,7,0,7,3,High,3,Better,3,High,2,Medium,4,Outstanding,3,High
RDO1335,No,27,18-29,Female,3,Bachelor,Life Sciences,Married,Research & Development,associate,Research Scientist,3,frequently,15,16-20,No,80,1131,77,4774,23844,66836,0,19,1,8,2,7,6,7,3,4,Very High,2,Good,2,Medium,1,Low,3,Excellent,4,Very High
RDO1336,No,39,30-39,Male,4,Master,Other,Divorced,Research & Development,analyst,Research Scientist,2,rarely,19,16-20,No,80,835,41,3902,5141,54628,8,14,3,7,2,2,2,2,2,4,Very High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO1337,No,55,50-59,Male,4,Master,Technical Degree,Married,Research & Development,associate,Research Scientist,2,rarely,2,1-5,No,80,836,98,2662,7975,37268,8,20,1,19,2,5,2,0,4,2,Medium,4,Best,2,Medium,4,Very High,4,Outstanding,2,Medium
RDO1338,No,28,18-29,Female,3,Bachelor,Medical,Married,Sales,associate,Sales Representative,2,rarely,3,1-5,No,80,1172,78,2856,3692,39984,1,19,1,1,3,1,0,0,0,2,Medium,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO1339,Yes,30,30-39,Male,3,Bachelor,Medical,Single,Sales,associate,Sales Representative,2,rarely,9,6-10,No,80,945,89,1081,16019,15134,1,13,0,1,3,1,0,0,0,2,Medium,2,Good,3,High,4,Very High,3,Excellent,3,High
RDO1340,Yes,22,18-29,Male,1,Below College,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,7,6-10,Yes,80,391,75,2472,26092,34608,1,23,0,1,2,1,0,0,0,4,Very High,3,Better,3,High,2,Medium,4,Outstanding,1,Low
RDO1341,No,36,30-39,Female,4,Master,Technical Degree,Married,Sales,analyst,Sales Executive,2,rarely,10,11-15,Yes,80,1266,63,5673,6060,79422,1,13,1,10,4,10,9,1,7,2,Medium,3,Better,2,Medium,3,High,3,Excellent,1,Low
RDO1342,No,31,30-39,Male,3,Bachelor,Life Sciences,Divorced,Research & Development,analyst,Laboratory Technician,2,rarely,20,20+,No,80,311,89,4197,18624,58758,1,11,1,10,2,10,8,0,2,2,Medium,3,Better,3,High,3,High,3,Excellent,1,Low
RDO1343,No,34,30-39,Male,3,Bachelor,Life Sciences,Married,Sales,specialist,Sales Executive,2,rarely,4,1-5,Yes,80,1480,64,9713,24444,135982,2,13,3,9,3,5,3,1,0,3,High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO1344,No,29,18-29,Male,3,Bachelor,Life Sciences,Single,Research & Development,associate,Laboratory Technician,2,rarely,7,6-10,No,80,592,59,2062,19384,28868,3,14,0,11,2,3,2,1,2,4,Very High,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO1345,No,37,30-39,Male,4,Master,Medical,Married,Research & Development,analyst,Research Scientist,2,rarely,7,6-10,Yes,80,783,78,4284,13588,59976,5,22,1,16,2,5,3,0,4,4,Very High,3,Better,3,High,1,Low,4,Outstanding,3,High
RDO1346,No,35,30-39,Female,2,College,Other,Married,Research & Development,analyst,Manufacturing Director,2,rarely,16,16-20,Yes,80,219,44,4788,25388,67032,0,11,0,4,2,3,2,0,2,4,Very High,3,Better,2,Medium,2,Medium,3,Excellent,4,Very High
RDO1347,No,45,40-49,Female,2,College,Life Sciences,Married,Research & Development,analyst,Manufacturing Director,2,rarely,25,20+,No,80,556,93,5906,23888,82684,0,13,2,10,2,9,8,3,8,2,Medium,2,Good,2,Medium,4,Very High,3,Excellent,4,Very High
RDO1348,No,36,30-39,Male,1,Below College,Human Resources,Single,Human Resources,analyst,Human Resources,3,frequently,2,1-5,No,80,1213,94,3886,4223,54404,1,21,0,10,2,10,1,0,8,2,Medium,2,Good,2,Medium,4,Very High,4,Outstanding,4,Very High
RDO1349,No,40,40-49,Male,4,Master,Life Sciences,Divorced,Research & Development,manager,Manager,2,rarely,1,1-5,No,80,1137,98,16823,18991,235522,2,11,1,22,3,19,7,11,16,1,Low,3,Better,3,High,1,Low,3,Excellent,1,Low
RDO1350,No,26,18-29,Female,2,College,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,1,1-5,Yes,80,482,90,2933,14908,41062,1,13,1,1,3,1,0,1,0,2,Medium,2,Good,2,Medium,3,High,3,Excellent,3,High
RDO1351,No,27,18-29,Female,2,College,Medical,Single,Sales,analyst,Sales Executive,2,rarely,2,1-5,No,80,511,89,6500,26997,91000,0,14,0,9,5,8,7,0,7,1,Low,2,Good,4,Very High,3,High,3,Excellent,2,Medium
RDO1352,No,48,40-49,Female,3,Bachelor,Medical,Divorced,Research & Development,manager,Manager,3,frequently,22,20+,No,80,117,58,17174,2437,240436,3,11,1,24,3,22,17,4,7,4,Very High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
